Age,Gender,Previous_GPA,Attendance,Study_Hours_PerWeek,Major,Uni_Type,Financial_Status,Motivation,Stress_Levels,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Hours_PerDay,Nutrition,Screen_Time_PerDay,Educational_Tech_Use,Bullying,Learning_Style,Lack_of_Interest,GPA
21,,,94,,Engineering,Private,Low,High,High,Medium,98,Yes,8,,7,Yes,Yes,Kinesthetic,,3
21,F,1.3,97,7,,Public,High,High,Medium,High,90,No,6,Unhealthy,,No,,Visual,Low,2.3
,M,3,82,19,Business,Private,Medium,Medium,Low,,75,Yes,9,Healthy,2,No,Yes,Auditory,Low,3
20,F,3,73,12,Engineering,Private,Medium,Medium,Medium,Low,66,No,7,Unhealthy,3,No,Yes,Visual,High,1.7
18,F,1.3,78,15,Business,Public,Medium,,Medium,High,77,No,5,Unhealthy,8,Yes,No,Auditory,High,1.3
21,M,,72,19,Science,Public,Low,High,Medium,Medium,42,Yes,4,Healthy,5,Yes,No,Auditory,Low,3
21,F,,70,6,Arts,Public,High,High,High,Low,46,No,4,Unhealthy,6,No,Yes,Auditory,Medium,2.3
22,M,,81,14,Law,Private,High,Medium,,High,55,Yes,7,Healthy,6,No,Yes,Visual,,2.7
20,,2,91,11,Business,Public,,Low,Low,Medium,25,Yes,8,Healthy,10,Yes,Yes,Auditory,High,3.7
20,F,1.7,72,6,Business,Public,Low,Low,Low,Low,,No,8,Unhealthy,10,No,Yes,Visual,High,2.3
21,F,,88,18,Arts,Public,Medium,Low,High,High,26,Yes,7,Unhealthy,7,No,,Kinesthetic,High,4
18,M,1,92,5,Business,Public,High,High,High,Medium,96,No,6,Healthy,9,No,No,,Medium,1.3
20,M,2,98,5,Law,,Medium,High,High,Medium,78,No,9,Healthy,9,No,No,Auditory,Medium,2
18,F,3,73,11,Engineering,Private,,Low,Medium,Medium,83,No,8,Unhealthy,7,Yes,Yes,Kinesthetic,High,1.3
18,F,3,70,13,Medicine,Public,High,Medium,Medium,High,41,No,5,Unhealthy,2,No,Yes,Visual,Low,2.3
19,M,3,,7,Medicine,Private,High,Medium,Medium,High,58,No,6,Balanced,7,Yes,No,,Medium,
18,M,3,96,6,Arts,Private,Medium,Medium,High,Medium,59,Yes,7,Unhealthy,10,No,No,Kinesthetic,,2.3
18,,3.3,71,13,Law,Public,Medium,Medium,Medium,High,54,No,4,Unhealthy,7,Yes,No,Auditory,Medium,2
19,M,2.7,95,13,Science,Public,Low,Low,High,High,55,Yes,9,Unhealthy,8,No,,Auditory,Low,3.7
18,F,2.3,98,12,Science,Private,Low,Medium,Low,Medium,27,Yes,9,Balanced,2,Yes,,Visual,Low,2.3
22,F,2.7,71,8,Engineering,Private,High,,Low,Medium,99,,9,Healthy,10,No,No,Kinesthetic,Medium,1.7
20,F,1.7,87,9,,Public,Low,Medium,,High,54,No,9,Unhealthy,,Yes,No,Auditory,Low,2.3
19,F,3,96,20,Engineering,Public,High,Medium,High,Medium,83,Yes,5,Healthy,7,Yes,,Auditory,High,2
22,F,2,97,6,Arts,Public,Low,Medium,Medium,Medium,66,Yes,,Unhealthy,4,No,Yes,Auditory,Medium,4
22,M,1.3,70,11,Arts,Public,Medium,Low,High,Medium,95,Yes,5,Healthy,4,Yes,Yes,Visual,Medium,2.7
19,M,,97,7,Medicine,,Low,Low,High,Low,27,Yes,6,Healthy,5,No,No,Auditory,Low,1
19,M,3,89,,,Public,Medium,Low,Low,,92,Yes,4,Healthy,5,No,No,Visual,High,1
21,,2.3,,10,Medicine,Private,Low,Medium,Medium,Medium,,Yes,9,Balanced,6,Yes,Yes,Auditory,,
20,M,1.7,83,10,Science,Private,Medium,Low,Medium,Medium,66,,8,Unhealthy,2,No,No,Kinesthetic,,
18,M,1.7,85,9,Medicine,Public,High,Medium,High,High,,No,8,Balanced,2,Yes,No,Auditory,,3.7
,F,,99,19,Arts,Private,High,High,Medium,Low,48,No,5,Unhealthy,9,,Yes,Visual,Low,3
18,M,1.7,80,11,Business,,Low,Medium,High,Medium,87,No,,Unhealthy,10,No,No,Auditory,Medium,2.3
22,M,2,86,,Medicine,Private,High,Medium,Low,Medium,77,No,9,Unhealthy,4,No,,Visual,Low,2.3
18,M,3.3,,14,Medicine,Private,Medium,,Medium,Low,60,Yes,4,Balanced,2,,Yes,Kinesthetic,High,2
19,M,4,92,19,,Private,Low,High,Medium,Medium,66,Yes,5,Unhealthy,4,Yes,Yes,,High,3.7
18,F,3.7,79,6,Medicine,Public,High,,Low,Low,25,No,8,Healthy,2,Yes,Yes,Kinesthetic,Low,4
21,F,1,77,20,Science,Public,Low,Low,Low,High,25,Yes,8,Healthy,6,No,No,Visual,Medium,3.7
19,F,1.3,86,5,Law,Public,Low,Low,High,,96,No,5,Balanced,5,Yes,Yes,Visual,Medium,3.3
19,F,1,76,11,Engineering,Private,High,Medium,High,,98,Yes,8,Unhealthy,3,No,Yes,Kinesthetic,Medium,3
22,F,2,98,9,Arts,Private,High,Medium,Low,High,26,Yes,5,Balanced,,Yes,Yes,,,3
21,F,1.7,100,14,Law,Public,High,High,Medium,High,63,No,4,Unhealthy,4,Yes,Yes,,High,2.3
21,M,4,84,8,Medicine,Public,High,Medium,,Low,40,Yes,7,Healthy,5,No,Yes,Auditory,Low,2.7
22,F,1.7,92,,,Private,,High,Low,Medium,100,No,8,Unhealthy,9,No,No,Visual,,1
18,F,4,70,7,Engineering,Private,High,High,High,High,99,Yes,9,Healthy,9,No,No,Visual,High,1.7
22,M,1.3,89,18,Law,Private,High,High,Medium,High,76,No,7,Unhealthy,8,Yes,Yes,Visual,High,2
,M,4,97,17,Law,Public,,Medium,Medium,,88,No,9,Balanced,9,Yes,Yes,Visual,Low,1.7
,M,3.3,94,9,Science,Public,High,High,Medium,,20,,5,Healthy,6,Yes,Yes,,High,3.3
20,M,3.3,99,18,Arts,Private,High,Low,Medium,Low,,Yes,6,Balanced,6,Yes,Yes,Kinesthetic,High,1.3
19,F,4,100,13,,,Low,High,Medium,Low,59,No,7,Unhealthy,10,,Yes,Kinesthetic,Low,4
19,F,1.3,71,16,Engineering,Public,Low,Low,High,Low,87,No,6,Balanced,5,No,No,Auditory,Medium,4
22,F,2,98,12,Law,Private,Low,,Low,Low,46,Yes,5,Healthy,4,No,No,Auditory,,2
,F,2,78,5,Law,Private,Medium,High,Low,,75,No,8,Healthy,6,No,No,Kinesthetic,Medium,
19,F,3.3,88,9,Medicine,Private,High,High,Medium,Low,66,Yes,8,Unhealthy,2,No,Yes,Auditory,Medium,2
18,M,3.7,87,10,Arts,Private,,Medium,High,High,,No,,Balanced,2,No,No,Kinesthetic,High,3.3
,F,3.3,71,6,,Public,Low,Low,Low,Medium,80,No,5,Balanced,8,No,No,,Medium,3
20,M,2.3,,10,Engineering,Private,,High,Medium,Medium,77,No,9,Unhealthy,5,Yes,Yes,Auditory,,2.3
22,M,1.3,98,,Law,Public,Medium,High,Low,Medium,74,Yes,9,Unhealthy,,Yes,No,Kinesthetic,High,1.3
20,M,3.3,97,17,Arts,,Low,Low,Medium,Medium,44,No,,Healthy,4,Yes,Yes,Auditory,Medium,3
,F,2,72,8,Business,Public,Low,Medium,Low,Low,,No,5,Healthy,4,Yes,No,Kinesthetic,Low,4
22,M,1,80,10,Business,Private,Low,Low,High,,75,,9,Balanced,2,No,No,Kinesthetic,High,3.7
19,M,2.3,84,6,Law,Public,High,Medium,Low,,,No,6,Unhealthy,10,No,,Kinesthetic,,3
22,M,1,83,19,,Public,Low,Low,Low,Medium,60,Yes,8,Healthy,9,No,Yes,Auditory,High,3.3
18,,,96,17,Business,Public,Medium,High,Medium,,22,No,8,Unhealthy,10,Yes,,Auditory,Medium,3.3
18,M,1.7,79,14,Business,Private,Medium,High,Low,Medium,81,,7,Unhealthy,7,Yes,No,,High,2
20,M,4,84,12,Business,Private,,Medium,Medium,Low,81,No,4,Balanced,6,No,No,Kinesthetic,,4
21,,1.3,78,7,Arts,Private,High,Medium,Low,Medium,31,No,,Healthy,4,Yes,Yes,Kinesthetic,Medium,
21,M,4,85,,Science,Public,Medium,Low,Medium,Low,85,No,6,Healthy,8,Yes,No,Visual,Medium,1.7
19,F,3.7,92,12,Science,Public,High,Low,High,High,100,,6,Unhealthy,10,Yes,Yes,Auditory,Medium,2.7
20,F,1,84,11,Engineering,Public,Low,High,High,,70,,6,Unhealthy,9,No,No,Kinesthetic,Low,4
18,M,2.3,87,15,Engineering,Public,Medium,,Low,High,35,No,9,Balanced,7,Yes,No,Visual,High,3.3
22,F,4,83,,Medicine,Private,Low,High,Medium,High,39,Yes,8,Healthy,5,,Yes,Visual,Medium,2
21,F,3.7,91,13,Business,,High,High,Medium,Medium,26,Yes,7,Unhealthy,8,Yes,No,Auditory,High,4
22,F,2.3,77,,Medicine,Private,Medium,High,Low,,35,Yes,8,Unhealthy,6,No,No,Auditory,Medium,3.3
20,M,1,94,17,Science,Private,Medium,Medium,Medium,High,64,Yes,6,Healthy,3,Yes,No,,Low,1.7
19,M,,98,14,Medicine,Public,Low,Low,Medium,Medium,,No,8,,10,No,No,Visual,High,1
22,F,3,92,16,Arts,Private,Medium,High,Low,Low,86,,8,Unhealthy,6,No,Yes,Auditory,,3.3
19,M,3.3,100,16,Arts,Public,Medium,Low,,High,41,Yes,9,Healthy,9,Yes,Yes,Visual,High,3.3
19,,4,74,16,Arts,Private,High,Medium,High,Low,37,Yes,8,Healthy,6,No,,Visual,High,2.3
19,M,1.7,70,9,,Private,Medium,Low,Low,Low,34,No,,,4,No,Yes,Visual,Low,1
21,F,2,80,11,Law,Public,Medium,Low,High,High,66,Yes,5,Balanced,7,Yes,,Visual,,3.3
18,F,1.3,72,6,Science,Private,Low,,High,Medium,72,,,Unhealthy,4,No,No,Auditory,High,1
18,F,,,18,,Public,Low,,Medium,High,76,Yes,4,Balanced,6,No,No,Auditory,Medium,1
19,F,1,97,18,Arts,,High,High,Low,Medium,53,Yes,8,Balanced,4,Yes,No,Visual,Low,
,F,,98,17,Engineering,Private,Low,Medium,Medium,Medium,65,,,Balanced,6,No,No,Kinesthetic,High,3.3
18,M,3.3,85,,Science,,Medium,Low,Low,Low,63,No,5,Balanced,10,,No,Kinesthetic,Low,
21,M,3.3,72,15,Arts,Private,Medium,High,,Medium,61,No,6,Unhealthy,3,Yes,Yes,Auditory,Medium,1
19,F,3.7,89,12,Engineering,Public,Medium,Medium,High,High,48,Yes,8,Healthy,6,Yes,No,Kinesthetic,Low,2
,M,3,80,,Engineering,Private,High,Medium,High,Medium,85,No,8,,2,No,Yes,Kinesthetic,Medium,1.3
21,,3.3,81,20,Medicine,Private,Medium,High,Low,High,33,Yes,8,,6,,,Auditory,High,1.7
19,F,1,78,11,Science,Public,Low,High,,Low,53,No,7,Healthy,5,Yes,,Visual,High,3
20,F,,95,13,Arts,Private,Medium,Medium,Low,,87,Yes,,Unhealthy,7,Yes,No,Kinesthetic,Low,3
22,F,3.3,82,15,Law,Private,High,Medium,Low,Medium,99,No,4,Balanced,5,,Yes,Kinesthetic,High,3.3
18,M,4,76,12,Medicine,Public,Medium,Medium,Low,High,48,Yes,7,Balanced,6,Yes,Yes,Auditory,Medium,2
22,M,2.3,94,10,Medicine,Private,Low,High,High,Low,52,Yes,8,Unhealthy,3,No,No,Visual,Low,2.7
19,F,2.7,72,20,Law,Private,Medium,High,Medium,Medium,60,No,4,,3,,Yes,Auditory,High,2.7
20,M,3.3,98,,Arts,Public,Medium,Low,High,Low,78,No,6,Healthy,,Yes,No,Visual,Medium,
20,F,3,91,8,Arts,Public,,High,Low,Low,83,Yes,7,Unhealthy,8,Yes,Yes,Visual,Medium,1
18,F,,88,6,Business,Private,Low,High,High,Medium,43,Yes,6,Healthy,5,,Yes,Auditory,,3
22,M,1,70,7,Science,Private,Medium,Medium,Medium,Medium,41,Yes,,Unhealthy,2,Yes,No,Kinesthetic,High,3.7
22,M,1.3,87,6,Business,Private,Low,Medium,Low,Medium,52,No,6,Healthy,7,Yes,No,,Medium,2
18,,2.3,72,13,Arts,Public,High,Low,Medium,Low,44,Yes,8,Balanced,2,No,No,Visual,Medium,3
,F,1.7,90,8,Science,Public,High,High,High,Low,49,No,4,Unhealthy,6,No,No,Visual,High,2.7
19,M,1.7,93,,Law,,,Low,Low,,,No,9,Balanced,3,Yes,No,,,1.7
,M,2.7,,,Arts,Public,Medium,Low,High,Medium,59,No,9,Unhealthy,,Yes,Yes,Visual,High,4
20,M,1.3,75,19,Law,Public,Low,Medium,Medium,High,94,No,7,Unhealthy,4,,No,Kinesthetic,High,1
22,M,,73,6,Law,Public,Medium,Low,High,Medium,99,No,7,Balanced,,Yes,No,Auditory,Medium,1.3
19,F,4,89,14,Arts,Public,High,Low,Medium,Low,49,No,6,Unhealthy,10,No,Yes,Auditory,High,2.7
21,M,4,86,18,Business,Public,Low,High,Medium,High,97,No,7,Healthy,10,No,No,Kinesthetic,High,2.7
22,F,2.7,,,Law,Private,Medium,Medium,Medium,Medium,,No,8,Unhealthy,4,No,Yes,Visual,,3.3
20,F,3,100,6,Law,Private,Low,High,Low,High,,No,9,Unhealthy,9,No,No,Kinesthetic,High,1.7
,F,3.3,74,15,Law,Private,High,High,High,Medium,87,Yes,4,Unhealthy,5,No,No,Visual,High,1
19,M,2,87,,Business,Private,Medium,Low,High,Medium,52,Yes,4,Healthy,5,,Yes,Auditory,High,3.7
22,F,2.7,79,11,,Private,High,High,Medium,Low,81,Yes,4,Unhealthy,,Yes,Yes,Visual,Medium,1.7
18,M,1.7,79,9,Engineering,Public,Medium,High,Low,Low,64,No,,Healthy,6,Yes,No,Kinesthetic,High,
18,M,4,84,,Business,Public,Medium,,Low,Low,46,No,4,Healthy,4,No,No,Kinesthetic,Low,3.7
,M,2.3,71,19,Science,Private,Medium,Medium,,Low,60,Yes,8,Unhealthy,3,Yes,No,Visual,Medium,3.7
20,F,1.3,88,11,Medicine,Public,Medium,Low,Low,Medium,23,Yes,,Unhealthy,7,Yes,No,Kinesthetic,Low,2.7
,F,3.7,,11,Law,Private,Low,Low,Medium,Low,61,No,8,Unhealthy,5,No,Yes,Kinesthetic,Low,3.7
19,M,2,86,12,Arts,Private,Low,Low,,,100,,6,Balanced,2,Yes,No,Auditory,Medium,3
22,M,1.3,72,10,Business,Private,Low,Low,,High,74,Yes,4,,6,No,No,Kinesthetic,Medium,1.3
21,F,4,83,7,Business,Private,Medium,Medium,High,Medium,79,,4,Unhealthy,5,,No,Visual,Medium,3.3
20,F,1.7,98,18,,Private,Medium,Medium,Low,High,63,Yes,7,Balanced,3,No,No,Kinesthetic,Low,1
18,F,4,91,17,Medicine,Public,Medium,Medium,High,,55,Yes,7,Balanced,3,,Yes,Auditory,Low,1
22,F,2.7,97,12,Science,Public,Medium,High,High,High,40,,8,Balanced,6,No,Yes,Visual,Medium,2
19,M,2,89,18,Science,Public,,Low,Medium,,77,Yes,,Healthy,9,Yes,No,Kinesthetic,Low,
19,F,1.3,72,10,Business,Public,,Low,Medium,Medium,58,Yes,4,Balanced,2,Yes,Yes,Kinesthetic,High,3.3
19,F,1.3,70,5,Engineering,Private,Low,High,High,High,83,Yes,7,Unhealthy,5,Yes,Yes,Auditory,Medium,1.3
20,,4,,6,Science,Public,High,,High,Medium,,No,9,Unhealthy,6,Yes,Yes,Auditory,Medium,1
19,F,1,76,,Medicine,Public,Low,Medium,High,Medium,71,Yes,9,Unhealthy,9,Yes,Yes,Auditory,Low,2.7
22,M,2.3,82,10,Business,Public,Medium,High,Low,Medium,86,Yes,,Balanced,2,No,Yes,Auditory,Low,3.3
20,F,2.7,71,17,Law,Private,,Low,High,Medium,46,Yes,5,Unhealthy,,Yes,Yes,Auditory,High,1.3
22,F,4,92,8,Medicine,Public,Medium,Medium,Low,Medium,51,Yes,9,Unhealthy,9,No,,Visual,Medium,3.7
22,,3.7,94,12,,Private,Medium,Medium,Medium,Low,,,5,Unhealthy,,No,Yes,Kinesthetic,High,1
,F,3,85,14,Law,Public,Medium,Low,Medium,Medium,65,Yes,5,Balanced,5,No,No,Auditory,High,2.3
19,F,,85,19,Medicine,Private,Low,Low,,High,69,No,7,,9,Yes,,Visual,High,1.7
18,,,78,16,Medicine,Public,Medium,Medium,Medium,High,53,No,9,Healthy,8,No,No,Kinesthetic,High,1
22,M,3,72,19,Business,Private,Low,Low,High,Low,44,No,,Balanced,9,No,No,Auditory,,3.3
21,M,1,89,6,Science,Private,Low,Medium,,High,21,No,4,Healthy,8,No,No,Kinesthetic,Low,3.3
18,M,3,95,20,Science,Public,Medium,High,Low,High,26,No,7,Unhealthy,10,Yes,No,Auditory,High,1
20,M,2.7,70,,Law,Public,Low,Low,High,Low,82,Yes,8,Unhealthy,,,Yes,Auditory,Medium,1.3
20,M,3.3,99,13,Law,Public,Medium,High,Medium,Medium,75,No,7,Unhealthy,2,No,No,Auditory,,
19,F,1.3,83,,Medicine,Public,High,High,Low,Low,,No,5,Healthy,8,Yes,No,Auditory,Medium,4
21,F,,99,7,Business,Private,,Medium,Medium,Medium,62,No,9,Unhealthy,10,,,Visual,Low,2.3
19,M,2,99,9,Business,Private,Low,Low,Low,Low,31,No,4,Balanced,3,Yes,No,Kinesthetic,,3
22,M,2.3,85,17,,Private,Medium,Medium,Medium,High,53,,7,Healthy,6,,No,Visual,Medium,3.7
18,F,2,97,14,Arts,Public,Low,Low,Low,,63,,9,Unhealthy,3,No,No,Kinesthetic,Low,3.7
21,M,2.3,,6,Medicine,Private,,Medium,Medium,High,47,,4,Balanced,7,Yes,No,Visual,Low,2.7
22,M,1.7,90,20,Medicine,Private,Medium,High,Medium,Low,,Yes,6,Balanced,6,Yes,No,Kinesthetic,Medium,3
21,F,3.7,86,17,Science,Private,High,Low,Medium,High,69,,7,Balanced,8,,Yes,Auditory,Low,2
21,F,,90,20,Medicine,Private,Low,Medium,High,High,71,No,,Unhealthy,10,Yes,Yes,Kinesthetic,Low,3.3
19,F,2,98,16,Law,Public,High,Low,Medium,High,,Yes,7,Healthy,6,No,No,Visual,Low,3.7
20,M,3.3,81,17,Law,Private,Low,Medium,Low,High,95,Yes,8,Healthy,5,No,Yes,Visual,Medium,
22,M,1.3,74,10,Engineering,Private,High,Low,Medium,Medium,30,No,8,Unhealthy,8,No,No,Visual,High,2.7
21,F,1.3,70,8,Medicine,Private,High,Medium,Low,High,80,Yes,,,3,No,Yes,Kinesthetic,Low,1.3
22,F,3.3,73,15,Arts,Private,Medium,Low,Medium,High,24,No,5,Healthy,10,Yes,,Kinesthetic,Low,3
21,F,2.7,88,6,Science,,Medium,High,Medium,Low,46,No,7,Healthy,2,,No,Auditory,Low,3.3
19,M,1.3,80,7,Science,Private,,High,Low,Low,63,No,6,Balanced,9,No,Yes,Visual,High,2.7
19,F,,71,11,Business,Public,High,High,High,High,20,Yes,6,Balanced,9,No,No,Visual,Low,2.3
,F,1.3,93,9,Engineering,Public,Medium,Low,High,Low,97,Yes,6,Balanced,4,No,,Visual,Medium,1.7
21,F,2.3,96,19,,Public,Low,High,Medium,,,Yes,8,,3,No,No,Kinesthetic,High,2
19,M,3,86,18,Arts,Private,,Low,Medium,Low,40,Yes,8,Balanced,10,Yes,No,Kinesthetic,Low,
18,M,3.3,100,20,Law,Private,Low,High,Medium,Low,20,,9,Balanced,6,No,Yes,Visual,High,1.3
19,,2,81,17,Business,Private,Low,Low,High,High,100,No,8,Healthy,10,No,Yes,Auditory,High,1
20,F,3,93,19,Business,Private,Medium,High,Low,Low,31,No,5,Unhealthy,9,No,No,Auditory,Medium,1.3
21,M,1.7,100,14,Medicine,Private,Medium,Low,High,Low,,Yes,8,Balanced,7,Yes,No,Kinesthetic,Low,1
22,,1,91,18,,Private,High,High,,High,58,,4,Healthy,,Yes,Yes,Visual,Low,2.7
22,F,1.7,99,7,Engineering,,Medium,Medium,High,Medium,80,Yes,,Balanced,5,No,,Visual,Low,2.7
,F,3.7,74,12,Business,Public,High,Medium,Low,,72,Yes,5,Healthy,8,No,Yes,Auditory,High,2.3
21,F,3.3,93,13,Engineering,Public,Low,Low,High,Low,38,No,8,Unhealthy,10,No,Yes,Auditory,Medium,1.7
19,,1,,19,Business,Private,High,Low,Medium,Medium,37,No,4,,4,No,,Kinesthetic,High,4
20,F,,82,6,Science,Public,Low,Low,Medium,High,,Yes,4,Balanced,,,No,Auditory,,3.7
19,M,2.7,94,17,Business,,High,,Medium,Medium,23,No,5,Balanced,6,No,No,,Medium,1
22,M,3.7,97,16,Business,Private,Medium,Medium,High,Low,81,No,8,Balanced,7,No,No,Auditory,Medium,2
,M,2.7,91,5,Business,Public,Medium,Low,,Low,,Yes,7,Healthy,3,No,No,Kinesthetic,High,3
21,M,3.7,92,9,Science,Public,Low,High,High,Low,45,Yes,4,Unhealthy,5,No,No,,High,4
22,M,3.3,73,17,Law,Public,High,Low,Low,High,81,Yes,8,Unhealthy,6,No,Yes,Auditory,Medium,2
21,F,2.3,88,17,Law,Public,High,Low,Medium,High,30,Yes,6,Healthy,3,Yes,,Kinesthetic,Low,
18,F,3.7,72,,Law,Public,High,Medium,Medium,Medium,58,No,,Balanced,5,Yes,Yes,Auditory,High,3
19,M,1.7,95,8,Business,Private,Low,Medium,Low,Low,71,Yes,6,,8,No,No,Visual,Low,4
22,,3.3,74,18,Arts,,Medium,Low,High,High,65,,5,Balanced,10,Yes,Yes,,High,2.3
18,M,2,74,16,Engineering,Private,Low,Medium,Low,Low,98,No,8,,7,No,No,Visual,,2
18,M,3.7,80,11,Engineering,Public,Medium,Low,High,Medium,97,No,5,Healthy,6,Yes,No,Auditory,Medium,2.3
22,F,2,93,20,Law,,Low,High,High,Low,66,No,4,Healthy,5,Yes,Yes,Auditory,Low,4
22,M,1.7,87,18,Medicine,Public,Medium,Low,Medium,Low,40,No,8,Balanced,9,No,,Kinesthetic,High,2
19,F,3.7,98,14,Science,Private,Low,,Low,Medium,73,,5,Healthy,5,,No,Kinesthetic,High,2.7
19,M,2.3,93,8,Business,Private,Low,Low,,,20,,9,Healthy,10,Yes,Yes,Auditory,Medium,
20,M,1.7,93,6,,Private,Medium,Medium,Medium,High,28,Yes,5,Healthy,2,No,No,Visual,Medium,1
21,F,1.7,71,5,Business,Private,Low,Medium,Low,High,34,No,6,Unhealthy,7,No,No,Kinesthetic,Medium,1.3
19,,3,89,7,Engineering,Public,High,Medium,Low,Low,21,No,,,9,,Yes,Kinesthetic,Low,1.3
22,F,1.3,76,20,Arts,Public,High,High,Low,Low,53,,5,Healthy,8,No,No,Kinesthetic,Medium,3.3
,F,3.3,87,13,Law,Public,High,Low,Low,High,64,No,8,Balanced,7,Yes,No,Visual,High,1.3
22,F,4,79,7,Science,Private,Low,High,High,High,89,Yes,8,Balanced,5,Yes,,Visual,Medium,2
21,M,3.3,73,5,Law,Public,Low,Medium,Medium,Low,76,No,4,Healthy,,No,Yes,Kinesthetic,Low,1
19,,,,8,Arts,Public,Low,Low,Low,Low,48,No,4,Healthy,8,No,Yes,Visual,Low,2.3
19,M,1.7,82,16,Science,Private,,Medium,Medium,High,80,No,7,Healthy,2,No,No,,High,2
18,F,2.7,94,6,,,High,Low,High,Low,64,No,9,Healthy,2,Yes,No,Visual,Low,4
22,F,1.7,89,20,Business,Public,Medium,Low,High,High,82,Yes,4,Balanced,2,No,Yes,Auditory,Low,2
18,F,4,,17,Arts,Private,Medium,Low,Medium,,56,No,7,Balanced,4,Yes,No,Auditory,Medium,1.3
19,F,3.3,83,5,Engineering,Private,High,Low,Low,Medium,92,No,6,Unhealthy,3,No,No,Visual,Low,2.7
20,F,2.7,76,15,Arts,Private,Low,High,Low,High,,No,8,Balanced,7,No,No,Visual,,1
18,,1.3,94,13,Arts,Public,,Medium,Low,,48,No,6,Balanced,4,No,Yes,Visual,Medium,1.7
,M,,96,7,,Public,,Medium,High,Low,50,No,8,,5,No,Yes,Auditory,Medium,2
22,F,2,81,9,Arts,Private,High,Low,Low,Medium,98,No,5,Healthy,8,No,No,Visual,Medium,1.3
19,F,,90,19,Law,Private,,Medium,,Low,54,Yes,8,,7,Yes,,Auditory,Medium,2.3
21,,,74,10,Law,Private,Medium,Medium,,Low,32,Yes,8,Healthy,5,No,No,,Medium,1
18,,1.7,96,5,Science,Private,Low,Medium,Medium,Low,45,No,7,Healthy,,Yes,Yes,Kinesthetic,High,3
21,F,1.3,95,19,Medicine,Public,Medium,Low,High,Medium,75,Yes,7,Unhealthy,4,No,No,Visual,Medium,4
19,M,2,,20,Business,Private,Medium,Medium,Medium,Low,67,Yes,,Balanced,5,No,Yes,Visual,Medium,2.3
21,M,2,81,10,Business,Private,Low,High,,Low,90,No,,Balanced,10,No,No,Auditory,High,1
22,M,1.7,70,12,Arts,Public,Low,Low,Low,Low,53,No,9,Balanced,7,,No,Visual,High,2.3
20,F,1.7,90,20,Arts,,Low,Low,High,Low,86,No,8,Healthy,2,No,No,Visual,Medium,1.3
18,M,3,85,8,,Public,High,Low,Low,High,51,No,8,Unhealthy,4,Yes,No,Kinesthetic,Medium,2.7
21,F,4,81,10,Law,Private,High,Low,Medium,Low,89,No,9,Balanced,,No,No,Auditory,Medium,1
21,F,,100,5,Medicine,Public,Medium,Low,Low,High,100,No,6,,9,No,,Visual,High,1.7
22,M,3.7,100,5,Law,Public,Low,Low,High,Low,51,Yes,5,,9,No,Yes,Visual,Medium,3
18,F,3.7,88,15,Law,Public,,High,Medium,Medium,40,No,6,Unhealthy,10,Yes,Yes,Auditory,High,2
,F,3,73,16,Science,,High,Low,Medium,High,,No,,Unhealthy,8,No,,Visual,Medium,1.7
,F,3.3,72,11,Law,Private,Low,Low,High,Medium,99,No,4,Healthy,5,Yes,No,Auditory,Low,1.7
18,,2.7,78,8,Law,Private,High,High,Low,Medium,69,Yes,5,Healthy,6,Yes,Yes,Visual,High,1.7
20,M,3,71,14,Engineering,Private,Medium,High,High,Low,65,Yes,7,Healthy,8,No,,Visual,,3.3
20,M,,74,15,Science,Public,Medium,Low,Medium,High,23,Yes,6,Unhealthy,6,No,Yes,Kinesthetic,,3.3
22,F,1.7,75,6,Arts,Public,,High,High,Medium,96,No,4,Healthy,8,Yes,Yes,Auditory,Medium,3
19,M,1,85,16,Medicine,Private,High,Low,High,Medium,64,No,9,,7,Yes,Yes,Kinesthetic,Low,2.3
20,M,2.3,94,12,,Private,Low,Low,High,Low,,Yes,8,,7,No,No,Visual,High,2
19,M,1.3,84,12,Arts,,Low,Medium,High,,20,Yes,6,,3,Yes,Yes,Auditory,Medium,3
19,,2.7,82,8,Science,Private,High,Low,High,High,53,Yes,6,Healthy,3,Yes,No,Kinesthetic,Low,3
18,M,3,90,14,Medicine,Private,High,Low,Medium,Medium,73,No,8,Healthy,9,Yes,,Auditory,High,2.3
21,M,3.3,71,20,Arts,Private,Medium,Medium,High,Medium,43,No,7,Balanced,8,Yes,No,Auditory,Medium,1.3
20,M,2,76,9,Engineering,Public,Medium,High,High,Medium,42,No,4,Healthy,2,,Yes,Visual,High,2
22,F,3.7,80,7,Medicine,Public,Medium,High,Low,High,98,No,5,Balanced,9,Yes,Yes,Auditory,Medium,2.3
18,F,2.3,96,14,Business,Private,Low,High,High,Low,69,Yes,5,Healthy,7,No,Yes,Visual,Low,
20,F,,92,,Law,Public,Medium,Low,Low,High,46,No,8,Healthy,6,Yes,Yes,Kinesthetic,Medium,
19,F,1.3,82,18,,Private,Medium,Medium,,Medium,53,No,6,,8,No,Yes,Kinesthetic,,
22,F,3.7,98,18,Arts,Public,Medium,High,Low,Medium,30,No,7,Healthy,7,No,No,Kinesthetic,Low,2
18,M,2.7,,,Medicine,Private,Medium,Medium,High,Medium,31,No,4,Healthy,10,Yes,Yes,Auditory,Medium,3.3
20,,2.3,87,14,Business,Public,High,Medium,Low,Medium,63,,5,Healthy,2,Yes,,Auditory,Low,
